# Ticker: AL2SI
# yfinance symbol: AL2SI.PA
# Generated: 2026-06-02T04:00:20.956892+00:00
# Bars: 188
Date,Open,High,Low,Close,Volume
2026-03-02 08:00:00+00:00,24.5,25.5,24.0,24.450000762939453,140456
2026-03-02 12:00:00+00:00,24.5,24.549999237060547,23.100000381469727,23.899999618530273,334328
2026-03-02 16:00:00+00:00,23.899999618530273,24.0,23.450000762939453,23.5,28221
2026-03-03 08:00:00+00:00,23.649999618530273,24.299999237060547,21.5,21.850000381469727,267490
2026-03-03 12:00:00+00:00,21.950000762939453,22.450000762939453,20.899999618530273,21.200000762939453,268237
2026-03-03 16:00:00+00:00,21.200000762939453,21.5,21.0,21.25,82467
2026-03-04 08:00:00+00:00,20.850000381469727,24.850000381469727,20.799999237060547,24.549999237060547,367418
2026-03-04 12:00:00+00:00,24.700000762939453,25.549999237060547,24.100000381469727,25.0,249438
2026-03-04 16:00:00+00:00,25.0,25.299999237060547,24.850000381469727,25.200000762939453,36258
2026-03-05 08:00:00+00:00,26.399999618530273,26.700000762939453,24.399999618530273,24.600000381469727,83669
2026-03-05 12:00:00+00:00,24.600000381469727,24.700000762939453,23.149999618530273,23.5,189291
2026-03-05 16:00:00+00:00,23.450000762939453,23.549999237060547,23.149999618530273,23.399999618530273,36944
2026-03-06 08:00:00+00:00,23.549999237060547,24.850000381469727,23.0,23.200000762939453,86107
2026-03-06 12:00:00+00:00,23.149999618530273,23.299999237060547,22.0,22.450000762939453,215425
2026-03-06 16:00:00+00:00,22.450000762939453,22.649999618530273,22.299999237060547,22.649999618530273,19343
2026-03-09 08:00:00+00:00,21.450000762939453,22.600000381469727,20.799999237060547,22.600000381469727,154579
2026-03-09 12:00:00+00:00,22.600000381469727,23.25,22.5,23.100000381469727,141195
2026-03-09 16:00:00+00:00,23.0,23.549999237060547,22.799999237060547,23.5,54297
2026-03-10 08:00:00+00:00,25.0,25.5,24.100000381469727,24.450000762939453,84185
2026-03-10 12:00:00+00:00,24.549999237060547,24.549999237060547,23.600000381469727,23.899999618530273,115002
2026-03-10 16:00:00+00:00,24.100000381469727,24.200000762939453,23.799999237060547,24.200000762939453,22669
2026-03-11 08:00:00+00:00,23.799999237060547,24.049999237060547,23.100000381469727,23.25,68266
2026-03-11 12:00:00+00:00,23.299999237060547,23.299999237060547,22.75,23.100000381469727,112536
2026-03-11 16:00:00+00:00,23.100000381469727,23.399999618530273,22.950000762939453,23.149999618530273,13077
2026-03-12 08:00:00+00:00,23.100000381469727,23.700000762939453,22.049999237060547,22.149999618530273,68256
2026-03-12 12:00:00+00:00,22.25,22.450000762939453,21.799999237060547,22.100000381469727,124819
2026-03-12 16:00:00+00:00,22.100000381469727,22.25,21.850000381469727,22.200000762939453,14952
2026-03-13 08:00:00+00:00,21.850000381469727,22.649999618530273,21.049999237060547,22.399999618530273,85139
