# Ticker: COIN
# yfinance symbol: COIN
# Generated: 2026-08-28T00:02:03.052389+00:00
# Bars: 161
Date,Close,High,Low,Open,Volume
2026-07-28 13:30:00+00:00,163.08999633789062,164.07989501953125,158.5800018310547,162.58999633789062,1432833
2026-07-28 14:30:00+00:00,167.1199951171875,167.4199981689453,162.3804931640625,162.89999389648438,696360
2026-07-28 15:30:00+00:00,165.6800994873047,168.16000366210938,165.5,167.0,562232
2026-07-28 16:30:00+00:00,166.47000122070312,168.0500030517578,165.33999633789062,165.67999267578125,361920
2026-07-28 17:30:00+00:00,165.57009887695312,167.36500549316406,165.3300018310547,166.42999267578125,400731
2026-07-28 18:30:00+00:00,165.6999969482422,165.77999877929688,164.875,165.5800018310547,442097
2026-07-28 19:30:00+00:00,167.89999389648438,168.05999755859375,165.5800018310547,165.66000366210938,681411
2026-07-29 13:30:00+00:00,165.0800018310547,169.68809509277344,164.7949981689453,166.13999938964844,1441007
2026-07-29 14:30:00+00:00,163.9499969482422,166.0,163.85479736328125,165.08999633789062,1043417
2026-07-29 15:30:00+00:00,164.52499389648438,164.9499053955078,163.0399932861328,163.8975067138672,434028
2026-07-29 16:30:00+00:00,164.13999938964844,165.23500061035156,163.4600067138672,164.50999450683594,294432
2026-07-29 17:30:00+00:00,163.19500732421875,166.5399932861328,162.89999389648438,164.0,540432
2026-07-29 18:30:00+00:00,162.2899932861328,166.72000122070312,161.82000732421875,163.22000122070312,796976
2026-07-29 19:30:00+00:00,160.07000732421875,162.57000732421875,158.67999267578125,162.4324951171875,1199272
2026-07-30 13:30:00+00:00,160.5800018310547,164.77999877929688,159.30999755859375,161.17999267578125,1785458
2026-07-30 14:30:00+00:00,160.55999755859375,162.48989868164062,159.7100067138672,160.52000427246094,841814
2026-07-30 15:30:00+00:00,163.08999633789062,163.14529418945312,160.50999450683594,160.50999450683594,541716
2026-07-30 16:30:00+00:00,163.40750122070312,163.75,161.85000610351562,162.9600067138672,487640
2026-07-30 17:30:00+00:00,162.6300048828125,163.72999572753906,161.6999969482422,163.43699645996094,439222
2026-07-30 18:30:00+00:00,164.0,164.33999633789062,162.01119995117188,162.68789672851562,539711
2026-07-30 19:30:00+00:00,163.55999755859375,164.6300048828125,163.44500732421875,163.9949951171875,867014
2026-07-31 13:30:00+00:00,140.38999938964844,153.67999267578125,139.11000061035156,153.10000610351562,6766430
2026-07-31 14:30:00+00:00,140.11000061035156,142.72000122070312,139.92999267578125,140.50999450683594,2810898
2026-07-31 15:30:00+00:00,143.5800018310547,143.73739624023438,139.8000030517578,140.14999389648438,1794148
2026-07-31 16:30:00+00:00,146.9600067138672,147.02000427246094,143.4709014892578,143.58999633789062,1695479
2026-07-31 17:30:00+00:00,149.8000030517578,150.27000427246094,146.67909240722656,146.75,1771545
2026-07-31 18:30:00+00:00,150.82000732421875,151.64999389648438,148.9600067138672,149.67999267578125,1861855
2026-07-31 19:30:00+00:00,146.22000122070312,150.9199981689453,146.00999450683594,150.79010009765625,2522794
2026-08-03 13:30:00+00:00,147.52999877929688,147.6199951171875,141.02999877929688,144.0175018310547,2782135
2026-08-03 14:30:00+00:00,148.35000610351562,150.2781982421875,147.0749969482422,147.42999267578125,1219971
2026-08-03 15:30:00+00:00,150.72000122070312,150.75999450683594,148.33999633789062,148.39999389648438,793822
2026-08-03 16:30:00+00:00,151.72000122070312,152.3300018310547,149.33999633789062,150.76980590820312,660803
2026-08-03 17:30:00+00:00,150.8249969482422,152.42999267578125,150.8000030517578,151.72000122070312,698434
2026-08-03 18:30:00+00:00,150.39500427246094,151.14999389648438,149.51010131835938,150.8300018310547,693594
2026-08-03 19:30:00+00:00,146.47000122070312,150.83999633789062,146.4600067138672,150.375,1609507
2026-08-04 13:30:00+00:00,147.63999938964844,151.8249969482422,145.60000610351562,147.39999389648438,2021001
2026-08-04 14:30:00+00:00,149.22999572753906,150.08999633789062,147.39999389648438,147.69000244140625,870076
2026-08-04 15:30:00+00:00,151.02999877929688,151.94090270996094,148.41600036621094,149.24000549316406,925906
2026-08-04 16:30:00+00:00,151.48500061035156,151.52499389648438,149.27999877929688,150.91110229492188,549154
2026-08-04 17:30:00+00:00,151.25,151.8000030517578,150.33999633789062,151.4499969482422,484068
2026-08-04 18:30:00+00:00,151.2550048828125,152.2899932861328,150.6300048828125,151.3000030517578,583402
2026-08-04 19:30:00+00:00,150.72000122070312,152.89999389648438,150.64999389648438,151.31500244140625,882689
2026-08-05 13:30:00+00:00,151.5,153.99000549316406,147.61000061035156,150.72999572753906,1776690
2026-08-05 14:30:00+00:00,150.10499572753906,151.64999389648438,149.39100646972656,151.375,610476
2026-08-05 15:30:00+00:00,151.81500244140625,151.89549255371094,148.82000732421875,150.10000610351562,589573
2026-08-05 16:30:00+00:00,151.7899932861328,151.9199981689453,150.0500030517578,151.9199981689453,463884
2026-08-05 17:30:00+00:00,151.74000549316406,153.08999633789062,151.32000732421875,151.72999572753906,577149
2026-08-05 18:30:00+00:00,152.10470581054688,152.1990966796875,149.63499450683594,151.64999389648438,505633
2026-08-05 19:30:00+00:00,149.89999389648438,152.41000366210938,149.72999572753906,152.10000610351562,1086623
2026-08-06 13:30:00+00:00,147.94000244140625,149.63999938964844,145.93190002441406,146.7550048828125,1140258
2026-08-06 14:30:00+00:00,148.83360290527344,150.60499572753906,147.90530395507812,148.0500030517578,485771
2026-08-06 15:30:00+00:00,147.41000366210938,149.3800048828125,147.3000030517578,149.0500030517578,412163
2026-08-06 16:30:00+00:00,147.375,148.83999633789062,147.32000732421875,147.47000122070312,405798
2026-08-06 17:30:00+00:00,147.7100067138672,148.8179931640625,146.7899932861328,147.38999938964844,569683
2026-08-06 18:30:00+00:00,147.3800048828125,147.74000549316406,146.16000366210938,147.69500732421875,575711
2026-08-06 19:30:00+00:00,145.35000610351562,147.42999267578125,145.1999969482422,147.42999267578125,1217359
2026-08-07 13:30:00+00:00,153.33999633789062,153.44000244140625,145.57000732421875,148.22000122070312,2704111
2026-08-07 14:30:00+00:00,151.77499389648438,155.39990234375,151.6750030517578,153.34500122070312,1307668
2026-08-07 15:30:00+00:00,152.35009765625,153.54989624023438,151.66009521484375,151.89999389648438,610993
2026-08-07 16:30:00+00:00,151.14999389648438,153.1999969482422,150.5644989013672,152.44000244140625,566713
2026-08-07 17:30:00+00:00,152.64999389648438,153.74989318847656,150.60000610351562,151.09500122070312,591931
2026-08-07 18:30:00+00:00,154.0500030517578,154.16990661621094,151.57000732421875,152.7050018310547,847657
2026-08-07 19:30:00+00:00,153.6199951171875,154.1999969482422,152.5,154.0,1033042
2026-08-10 13:30:00+00:00,150.6199951171875,153.61000061035156,148.97000122070312,153.49000549316406,1450434
2026-08-10 14:30:00+00:00,148.64500427246094,151.32000732421875,148.28500366210938,150.5189971923828,995642
2026-08-10 15:30:00+00:00,150.0,150.84129333496094,147.89999389648438,148.74000549316406,586532
2026-08-10 16:30:00+00:00,149.5399932861328,150.15769958496094,149.0500030517578,150.00999450683594,356894
2026-08-10 17:30:00+00:00,148.5,149.7884063720703,148.44000244140625,149.52000427246094,404642
2026-08-10 18:30:00+00:00,149.5500030517578,149.65499877929688,148.47000122070312,148.5,380845
2026-08-10 19:30:00+00:00,148.72000122070312,149.75999450683594,148.4600067138672,149.63999938964844,608943
