# Ticker: MSTR
# yfinance symbol: MSTR
# Generated: 2026-07-29T21:30:42.108347+00:00
# Bars: 124
Date,Open,High,Low,Close,Volume
2026-04-30 12:00:00+00:00,161.6699981689453,166.66000366210938,159.00100708007812,164.3699951171875,6680940
2026-04-30 16:00:00+00:00,164.375,166.83999633789062,163.0200958251953,165.41000366210938,3847885
2026-05-01 12:00:00+00:00,170.7949981689453,178.13999938964844,169.4499969482422,175.8000030517578,10150788
2026-05-01 16:00:00+00:00,175.75,180.3800048828125,174.89999389648438,177.27999877929688,8355401
2026-05-04 12:00:00+00:00,181.11849975585938,185.3000030517578,178.5,183.63999938964844,9579109
2026-05-04 16:00:00+00:00,183.5399932861328,186.0,182.13999938964844,183.97000122070312,6447213
2026-05-05 12:00:00+00:00,189.5749969482422,190.41000366210938,185.0189971923828,185.84500122070312,8038318
2026-05-05 16:00:00+00:00,185.77999877929688,187.86990356445312,183.72000122070312,186.75,4652360
2026-05-06 12:00:00+00:00,184.76499938964844,188.22000122070312,181.86000061035156,184.15499877929688,8120654
2026-05-06 16:00:00+00:00,184.1199951171875,187.52000427246094,182.83999633789062,186.77999877929688,4767004
2026-05-07 12:00:00+00:00,184.27000427246094,184.39999389648438,176.32000732421875,178.5,7092190
2026-05-07 16:00:00+00:00,178.5175018310547,180.22999572753906,175.72000122070312,179.83999633789062,4385316
2026-05-08 12:00:00+00:00,178.77999877929688,185.2899932861328,177.60000610351562,180.94000244140625,5946102
2026-05-08 16:00:00+00:00,181.02000427246094,187.77000427246094,179.82000732421875,187.52999877929688,8387568
2026-05-11 12:00:00+00:00,189.25,193.72000122070312,182.30999755859375,193.1699981689453,7090120
2026-05-11 16:00:00+00:00,193.21499633789062,197.0,190.92999267578125,195.8699951171875,6125331
2026-05-12 12:00:00+00:00,191.3249969482422,192.23739624023438,181.83999633789062,183.9503936767578,7303912
2026-05-12 16:00:00+00:00,183.97000122070312,185.3699951171875,179.85000610351562,184.41000366210938,5275061
2026-05-13 12:00:00+00:00,182.02499389648438,182.47999572753906,175.57000732421875,178.82000732421875,6453402
2026-05-13 16:00:00+00:00,178.75,181.64999389648438,177.9499969482422,178.0399932861328,4031013
2026-05-14 12:00:00+00:00,177.5,190.85000610351562,174.63999938964844,189.72999572753906,7273890
2026-05-14 16:00:00+00:00,189.8249969482422,193.0,186.33999633789062,186.92999267578125,6855610
2026-05-15 12:00:00+00:00,182.02000427246094,182.02000427246094,173.61000061035156,175.22000122070312,10589882
2026-05-15 16:00:00+00:00,175.25,180.47000122070312,174.11000061035156,177.41000366210938,6104746
2026-05-18 12:00:00+00:00,169.1750030517578,169.1750030517578,162.02000427246094,162.77000427246094,9756776
2026-05-18 16:00:00+00:00,162.68359375,166.77999877929688,162.3000946044922,166.72999572753906,6085485
2026-05-19 12:00:00+00:00,163.97999572753906,168.4884033203125,163.5,165.0399932861328,4800359
2026-05-19 16:00:00+00:00,165.0,168.14999389648438,164.42999267578125,164.64999389648438,3512531
2026-05-20 12:00:00+00:00,165.99000549316406,168.44000244140625,163.25999450683594,166.96499633789062,4384125
2026-05-20 16:00:00+00:00,167.05999755859375,169.22999572753906,165.4949951171875,165.8300018310547,3218185
2026-05-21 12:00:00+00:00,164.0,166.66000366210938,162.4001007080078,164.9949951171875,4651326
2026-05-21 16:00:00+00:00,165.0,168.7100067138672,164.0500030517578,164.8699951171875,4354485
2026-05-22 12:00:00+00:00,164.2550048828125,165.625,159.39999389648438,162.66000366210938,5808286
2026-05-22 16:00:00+00:00,162.61500549316406,164.10000610351562,159.24000549316406,159.90499877929688,5336027
2026-05-26 12:00:00+00:00,160.94000244140625,166.99989318847656,160.94000244140625,163.52000427246094,5379562
2026-05-26 16:00:00+00:00,163.42999267578125,164.07000732421875,159.27999877929688,159.92999267578125,5126811
2026-05-27 12:00:00+00:00,156.66000366210938,157.54930114746094,154.32000732421875,155.5050048828125,5833810
2026-05-27 16:00:00+00:00,155.49000549316406,156.33999633789062,153.8220977783203,154.14999389648438,4192101
2026-05-28 12:00:00+00:00,148.83200073242188,148.93499755859375,144.3000030517578,147.8300018310547,9039615
2026-05-28 16:00:00+00:00,147.8300018310547,153.63999938964844,147.6999969482422,151.64999389648438,5822072
2026-05-29 12:00:00+00:00,150.03500366210938,161.79989624023438,148.24630737304688,158.7196044921875,8648246
2026-05-29 16:00:00+00:00,158.68499755859375,162.05999755859375,157.75,159.27999877929688,7087580
2026-06-01 12:00:00+00:00,148.46499633789062,152.4199981689453,144.2899932861328,149.8199005126953,10671339
2026-06-01 16:00:00+00:00,149.82000732421875,153.8699951171875,149.41000366210938,149.74000549316406,4969396
2026-06-02 12:00:00+00:00,142.79400634765625,142.79400634765625,134.11000061035156,138.2050018310547,17581187
2026-06-02 16:00:00+00:00,138.24000549316406,138.75,134.125,136.10000610351562,10838277
2026-06-03 12:00:00+00:00,134.47000122070312,138.17999267578125,130.0,130.0850067138672,8952044
2026-06-03 16:00:00+00:00,130.0850067138672,132.06500244140625,126.4000015258789,126.52999877929688,9362422
2026-06-04 12:00:00+00:00,126.72000122070312,131.47000122070312,125.66010284423828,127.8499984741211,12948393
2026-06-04 16:00:00+00:00,127.86000061035156,131.35000610351562,126.26000213623047,129.2899932861328,9410233
2026-06-05 12:00:00+00:00,124.08000183105469,125.29530334472656,115.80000305175781,118.16999816894531,20624908
2026-06-05 16:00:00+00:00,118.17990112304688,121.13999938964844,114.30999755859375,120.56999969482422,18022184
2026-06-08 12:00:00+00:00,125.7300033569336,129.0,123.1449966430664,127.9000015258789,11709728
2026-06-08 16:00:00+00:00,127.90499877929688,128.89990234375,125.98999786376953,127.19000244140625,5934902
2026-06-09 12:00:00+00:00,122.8499984741211,125.55000305175781,114.45999908447266,115.79000091552734,11188759
2026-06-09 16:00:00+00:00,115.7699966430664,118.5,114.20600128173828,117.0199966430664,9317998
2026-06-10 12:00:00+00:00,116.68000030517578,120.93990325927734,115.58000183105469,118.510498046875,7832671
2026-06-10 16:00:00+00:00,118.54000091552734,118.5999984741211,115.23419952392578,115.33999633789062,5855380
2026-06-11 12:00:00+00:00,116.05000305175781,118.83999633789062,114.5000991821289,115.05500030517578,6912091
2026-06-11 16:00:00+00:00,115.01000213623047,121.0999984741211,113.26750183105469,120.16999816894531,7891937
2026-06-12 12:00:00+00:00,119.5,128.60000610351562,117.2699966430664,124.31999969482422,9525701
2026-06-12 16:00:00+00:00,124.26499938964844,125.75,122.5199966430664,123.95999908447266,5652109
2026-06-15 12:00:00+00:00,133.3800048828125,136.25,130.6320037841797,135.2100067138672,10724949
2026-06-15 16:00:00+00:00,135.25,135.3300018310547,130.86000061035156,131.07000732421875,6077414
2026-06-16 12:00:00+00:00,129.1999969482422,131.69500732421875,124.93000030517578,125.75,6335572
2026-06-16 16:00:00+00:00,125.7699966430664,126.04329681396484,122.51000213623047,122.83000183105469,8081325
2026-06-17 12:00:00+00:00,123.01000213623047,125.4198989868164,120.5999984741211,124.5,6396933
2026-06-17 16:00:00+00:00,124.46499633789062,124.54499816894531,116.41000366210938,116.41010284423828,8706491
2026-06-18 12:00:00+00:00,117.75,117.75,110.05000305175781,111.41000366210938,16375597
2026-06-18 16:00:00+00:00,111.41000366210938,113.80000305175781,107.8499984741211,112.55999755859375,12637912
2026-06-22 12:00:00+00:00,116.19000244140625,120.0,109.41999816894531,109.76499938964844,13681573
2026-06-22 16:00:00+00:00,109.76000213623047,110.76000213623047,107.30999755859375,109.52999877929688,8010726
2026-06-23 12:00:00+00:00,106.53500366210938,107.75499725341797,105.23999786376953,106.1500015258789,12213141
2026-06-23 16:00:00+00:00,106.1500015258789,106.23989868164062,103.5199966430664,103.86000061035156,7548496
2026-06-24 12:00:00+00:00,102.3759994506836,102.97000122070312,95.9000015258789,96.314697265625,16696070
2026-06-24 16:00:00+00:00,96.3499984741211,96.43669891357422,92.27999877929688,94.16000366210938,18890504
